,id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
49782,49783,0.180496,tcp,-,FIN,10,6,642,268,83.104331,254,252,25618.29492,9928.197266,2,1,18.479889,34.906,991.436819,59.549238,255,373023941,2079066118,255,0.052334,0.005958,0.046376,64,45,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
49816,49817,4e-06,udp,-,INT,2,0,298,0,250000.0006,254,0,298000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,149,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
49830,49831,6e-06,udp,-,INT,2,0,250,0,166666.6608,254,0,166666656.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,125,0,0,0,1,2,3,1,1,1,0,0,0,1,8,0,Shellcode,1
49847,49848,3e-06,udp,-,INT,2,0,144,0,333333.3215,254,0,192000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,72,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
49881,49882,9e-06,udp,-,INT,2,0,740,0,111111.1072,254,0,328888864.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,370,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,Shellcode,1
49941,49942,4e-06,udp,-,INT,2,0,194,0,250000.0006,254,0,194000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,97,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
50002,50003,2e-06,udp,-,INT,2,0,944,0,500000.0013,254,0,1888000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,472,0,0,0,1,2,2,1,1,2,0,0,0,2,1,0,Shellcode,1
50027,50028,3e-06,udp,-,INT,2,0,130,0,333333.3215,254,0,173333328.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
50097,50098,0.435052,tcp,-,FIN,10,8,628,354,39.075788,254,252,10407.95117,5700.467773,2,1,48.339111,60.64357,3023.607779,124.062008,255,2902280875,2715436334,255,0.068177,0.009571,0.058606,63,44,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Shellcode,1
50113,50114,0.594763,tcp,-,FIN,10,8,1862,354,28.582815,254,252,22543.43359,4169.728027,2,1,66.084778,74.780711,3843.745343,123.837234,255,2899034616,1036445464,255,0.122171,0.070534,0.051637,186,44,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
50116,50117,0.412406,tcp,-,FIN,10,6,582,268,36.371925,254,252,10164.74023,4345.232422,2,1,45.749333,68.755,2224.148373,97.883398,255,1926853425,3789264330,255,0.111264,0.068625,0.042639,58,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
50149,50150,9e-06,udp,-,INT,2,0,102,0,111111.1072,254,0,45333332.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,51,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Shellcode,1
50192,50193,0.199517,tcp,-,FIN,10,6,1018,268,75.181565,254,252,36768.79688,8981.691406,2,1,22.168556,35.774199,1087.74595,55.807031,255,1015852493,3552539734,255,0.070633,0.019281,0.051352,102,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Shellcode,1
50229,50230,0.257088,tcp,-,FIN,10,6,532,268,58.345779,254,252,14905.40137,6970.375977,2,1,26.303444,40.48,1278.658498,52.995703,255,1073416126,3073443315,255,0.075376,0.054685,0.020691,53,45,0,0,9,1,1,1,1,1,0,0,0,3,2,0,Shellcode,1
50441,50442,9e-06,udp,-,INT,2,0,224,0,111111.1072,254,0,99555552.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,112,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
50495,50496,4e-06,udp,-,INT,2,0,486,0,250000.0006,254,0,486000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,243,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
50497,50498,0.999266,tcp,-,FIN,10,8,982,354,17.012487,254,252,7077.194336,2481.821533,2,1,103.225111,132.248422,5783.581735,253.088531,255,3314819672,3049836895,255,0.306227,0.073519,0.232708,98,44,0,0,1,1,2,1,1,1,0,0,0,2,5,0,Shellcode,1
50757,50758,7e-06,udp,-,INT,2,0,630,0,142857.1409,254,0,360000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,315,0,0,0,6,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
50798,50799,1.629215,tcp,-,FIN,10,8,502,354,10.434473,254,252,2219.473877,1522.205444,2,1,177.364778,194.844281,9621.997357,307.344594,255,2477397911,414574766,255,0.457795,0.265303,0.192492,50,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51045,51046,8e-06,udp,-,INT,2,0,280,0,125000.0003,254,0,140000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,140,0,0,0,4,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51090,51091,9e-06,udp,-,INT,2,0,246,0,111111.1072,254,0,109333328.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,123,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51094,51095,9e-06,udp,-,INT,2,0,182,0,111111.1072,254,0,80888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,91,0,0,0,1,2,2,1,1,1,0,0,0,1,2,0,Shellcode,1
51156,51157,0.63855,tcp,-,FIN,10,8,564,354,26.622818,254,252,6364.419434,3883.799316,2,1,66.633667,83.233,3823.076585,157.464875,255,3840347708,4226977921,255,0.137136,0.055914,0.081222,56,44,0,0,5,1,2,1,1,4,0,0,0,2,4,0,Shellcode,1
51260,51261,0.25524,tcp,-,FIN,10,6,518,268,58.76822,254,252,14637.2041,7020.843262,2,1,26.392222,43.299801,1307.106677,61.789508,255,3702404035,35319308,255,0.075031,0.038733,0.036298,52,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51268,51269,0.228213,tcp,-,FIN,10,6,628,268,65.728071,254,252,19841.11328,7852.313477,2,1,23.283667,43.216199,1161.070751,62.954793,255,3769019513,3414811722,255,0.060426,0.012127,0.048299,63,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51294,51295,1.1e-05,udp,-,INT,2,0,744,0,90909.0902,254,0,270545440.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,372,0,0,0,4,2,3,1,1,4,0,0,0,3,4,0,Shellcode,1
51384,51385,3e-06,udp,-,INT,2,0,338,0,333333.3215,254,0,450666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,169,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51388,51389,9e-06,udp,-,INT,2,0,464,0,111111.1072,254,0,206222208.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,232,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
51407,51408,0.202281,tcp,-,FIN,10,6,1332,268,74.154271,254,252,47419.18359,8858.963867,2,1,20.718333,38.172801,1085.855341,62.786488,255,2203497933,416762138,255,0.061129,0.011408,0.049721,133,45,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51439,51440,4e-06,udp,-,INT,2,0,1448,0,250000.0006,254,0,1448000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,724,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51522,51523,9e-06,udp,-,INT,2,0,280,0,111111.1072,254,0,124444440.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,140,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51530,51531,9e-06,udp,-,INT,2,0,624,0,111111.1072,254,0,277333312.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,312,0,0,0,1,2,18,1,1,25,0,0,0,18,1,0,Shellcode,1
51599,51600,0.186198,tcp,-,FIN,10,6,1128,268,80.559406,254,252,43652.45703,9624.164062,2,1,18.855333,32.956199,1031.661619,53.362785,255,1720915999,3609944067,255,0.054008,0.021414,0.032594,113,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51621,51622,2e-06,udp,-,INT,2,0,500,0,500000.0013,254,0,1000000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,250,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51821,51822,0.202553,tcp,-,FIN,10,6,852,268,74.05469,254,252,30293.30469,8847.067383,2,1,20.612778,37.213801,1078.161988,59.609949,255,1922764849,2967305694,255,0.065671,0.016478,0.049193,85,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51915,51916,0.624017,tcp,-,FIN,10,6,542,268,24.037807,254,252,6256.239746,2871.716553,2,1,63.492556,108.373797,3084.996455,148.473406,255,1456099890,3562388984,255,0.138413,0.082139,0.056274,54,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51957,51958,9e-06,udp,-,INT,2,0,130,0,111111.1072,254,0,57777776.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
51969,51970,9e-06,udp,-,INT,2,0,248,0,111111.1072,254,0,110222216.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,124,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,Shellcode,1
51990,51991,0.181405,tcp,-,FIN,10,6,1132,268,82.687911,254,252,44938.125,9878.449219,2,1,18.336444,34.072398,980.250745,57.259379,255,2992894420,1775977917,255,0.056937,0.011034,0.045903,113,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
52189,52190,0.400034,tcp,-,FIN,10,8,724,354,42.496387,254,252,13038.8916,6199.472656,2,1,43.509333,54.639,2928.132947,107.719008,255,3803779339,2542174195,255,0.073206,0.017543,0.055663,72,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
52194,52195,1.9e-05,udp,-,INT,2,0,376,0,52631.58129,254,0,79157896.0,0.0,0,0,0.019,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,188,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
52202,52203,0.181257,tcp,-,FIN,10,6,732,268,82.755427,254,252,29085.77344,9886.514648,2,1,18.459778,34.635398,987.850366,58.414699,255,484555060,3112233430,255,0.05325,0.008067,0.045183,73,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
52204,52205,9e-06,udp,-,INT,2,0,202,0,111111.1072,254,0,89777776.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,101,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
52225,52226,0.177724,tcp,-,FIN,10,6,724,268,84.400529,254,252,29348.87695,10083.04981,2,1,18.187889,34.362199,972.531677,58.806031,255,367304849,2625284254,255,0.051408,0.005905,0.045503,72,45,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
52245,52246,0.639981,tcp,-,FIN,10,8,498,354,26.56329,254,252,5612.666992,3875.115234,2,1,65.513889,78.305711,4159.310137,116.798094,255,1753953764,3545171392,255,0.142252,0.091832,0.05042,50,44,0,0,1,1,2,1,1,1,0,0,0,2,7,0,Shellcode,1
52284,52285,0.234189,tcp,-,FIN,10,6,728,268,64.05083,254,252,22409.25,7651.938965,2,1,24.965111,35.239,1315.46093,53.099379,255,2056485204,1635808203,255,0.078057,0.057985,0.020072,73,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
52367,52368,0.203181,tcp,-,FIN,10,6,530,268,73.825801,254,252,18781.2832,8819.722656,2,1,20.773333,38.249602,1089.865174,62.789707,255,2569775778,468157270,255,0.062218,0.011924,0.050294,53,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
52379,52380,1e-05,udp,-,INT,2,0,630,0,100000.0025,254,0,252000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,315,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
52412,52413,0.215972,tcp,-,FIN,10,6,1142,268,69.453446,254,252,38079.00781,8297.37207,2,1,21.816667,40.987398,1129.991357,64.457484,255,463582294,1059247468,255,0.061223,0.011033,0.05019,114,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
52419,52420,1.583342,tcp,-,FIN,10,8,1132,354,10.736784,254,252,5148.603516,1566.307251,2,1,175.908111,209.689719,9554.347198,375.530312,255,2100869660,3077031152,255,0.203679,0.115509,0.08817,113,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Shellcode,1
52469,52470,3.2e-05,udp,-,INT,2,0,806,0,31250.00008,254,0,100750000.0,0.0,0,0,0.032,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,403,0,0,0,8,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
52586,52587,0.396973,tcp,-,FIN,10,6,610,268,37.785944,254,252,11063.72461,4514.160645,2,1,44.005556,67.986797,2162.42499,94.897227,255,4288814251,1505145674,255,0.119737,0.057036,0.062701,61,45,0,0,1,1,1,1,1,1,0,0,0,1,3,0,Shellcode,1
52649,52650,1.125999,tcp,-,FIN,10,8,912,354,15.097705,254,252,5833.04248,2202.48877,2,1,125.096444,150.392,7279.474218,218.959766,255,873107399,347168073,255,0.20047,0.07325,0.12722,91,44,0,0,6,1,1,1,1,1,0,0,0,1,3,0,Shellcode,1
52686,52687,1e-05,udp,-,INT,2,0,630,0,100000.0025,254,0,252000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,315,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
52826,52827,0.445531,tcp,-,FIN,10,6,596,268,33.66769,254,252,9642.426758,4022.166748,2,1,46.500333,78.169203,2479.392945,119.167047,255,839254940,1125696504,255,0.117353,0.054676,0.062677,60,45,0,0,5,1,1,1,1,1,0,0,0,2,2,0,Shellcode,1
52849,52850,0.171482,tcp,-,FIN,10,6,552,268,87.472739,254,252,23186.10742,10450.07617,2,1,18.454111,32.1864,993.607416,57.713359,255,1123330206,3809858261,255,0.042901,0.010546,0.032355,55,45,0,0,1,1,6,1,1,1,0,0,0,1,36,0,Shellcode,1
52861,52862,4e-06,udp,-,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,1,2,1,1,1,1,0,0,0,2,2,0,Shellcode,1
52963,52964,3e-06,udp,-,INT,2,0,142,0,333333.3215,254,0,189333328.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,71,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53010,53011,9e-06,udp,-,INT,2,0,452,0,111111.1072,254,0,200888880.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,226,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53011,53012,7e-06,udp,-,INT,2,0,308,0,142857.1409,254,0,176000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,154,0,0,0,4,2,1,1,1,1,0,0,0,2,3,0,Shellcode,1
53031,53032,0.89968,tcp,-,FIN,10,8,544,354,18.895607,254,252,4357.104492,2756.535645,2,1,97.18,108.220141,5712.086967,164.971937,255,2891367757,3788446841,255,0.247478,0.142138,0.10534,54,44,0,0,2,1,3,1,1,1,0,0,0,1,7,0,Shellcode,1
53078,53079,1e-06,udp,-,INT,2,0,110,0,1000000.003,254,0,440000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,55,0,0,0,3,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
53122,53123,4e-06,udp,-,INT,2,0,416,0,250000.0006,254,0,416000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,208,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Shellcode,1
53130,53131,0.184592,tcp,-,FIN,10,6,720,268,81.260296,254,252,28083.55859,9707.896484,2,1,18.354778,35.645398,985.675538,59.752113,255,4071974198,1941315007,255,0.051211,0.006357,0.044854,72,45,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53149,53150,9e-06,udp,-,INT,2,0,256,0,111111.1072,254,0,113777776.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,128,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
53184,53185,9e-06,udp,-,INT,2,0,238,0,111111.1072,254,0,105777776.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,119,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
53209,53210,1.196947,tcp,-,FIN,10,8,1018,354,14.202801,254,252,6128.92627,2071.937988,2,1,131.446444,160.952,8564.92583,222.174328,255,1556597588,1087313044,255,0.103009,0.070277,0.032732,102,44,0,0,10,1,1,1,1,1,0,0,0,5,1,0,Shellcode,1
53257,53258,0.582362,tcp,-,FIN,10,6,1018,268,25.757175,254,252,12596.97559,3077.123779,2,1,60.736778,102.383,3476.058331,165.700172,255,207257215,2843289957,255,0.152811,0.070437,0.082374,102,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53288,53289,7e-06,udp,-,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
53293,53294,9e-06,udp,-,INT,2,0,148,0,111111.1072,254,0,65777776.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,74,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53297,53298,4e-06,udp,-,INT,2,0,164,0,250000.0006,254,0,164000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,82,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53330,53331,9e-06,udp,-,INT,2,0,300,0,111111.1072,254,0,133333328.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,150,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53403,53404,0.19677,tcp,-,FIN,10,6,558,268,76.231134,254,252,20450.27148,9107.079102,2,1,20.694,37.334199,1083.115417,61.467402,255,4057744745,1746806424,255,0.057977,0.010091,0.047886,56,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53697,53698,0.613139,tcp,-,FIN,10,6,504,268,24.464274,254,252,5923.616211,2922.665283,2,1,61.251667,112.446398,3277.256688,159.575031,255,2765851931,1081510355,255,0.117576,0.050898,0.066678,50,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53732,53733,0.352768,tcp,-,FIN,10,6,1078,268,42.520863,254,252,22020.13672,5079.825684,2,1,33.477667,62.507801,1789.460447,84.897875,255,3397278792,2964705670,255,0.133659,0.040221,0.093438,108,45,0,0,1,1,1,1,1,1,0,0,0,7,2,0,Shellcode,1
53748,53749,4e-06,udp,-,INT,2,0,156,0,250000.0006,254,0,156000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53752,53753,9e-06,udp,-,INT,2,0,132,0,111111.1072,254,0,58666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53904,53905,0.680623,tcp,-,FIN,10,8,530,354,24.977117,254,252,5606.62793,3643.720459,2,1,68.614,88.664,4488.030311,133.379172,255,2868665221,534554660,255,0.150127,0.059967,0.09016,53,44,0,0,1,1,1,1,1,1,0,0,0,21,1,0,Shellcode,1
53949,53950,9e-06,udp,-,INT,2,0,336,0,111111.1072,254,0,149333328.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,168,0,0,0,1,2,1,1,1,1,0,0,0,2,9,0,Shellcode,1
53995,53996,2e-06,udp,-,INT,2,0,504,0,500000.0013,254,0,1008000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,252,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
53999,54000,8e-06,udp,-,INT,2,0,524,0,125000.0003,254,0,262000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,262,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
54054,54055,1e-05,udp,-,INT,2,0,176,0,100000.0025,254,0,70400000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,88,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
54060,54061,0.190439,tcp,-,FIN,10,6,804,268,78.765379,254,252,30413.9375,9409.836914,2,1,19.477333,36.679801,1001.203417,59.018098,255,3744291325,2135227652,255,0.05224,0.007038,0.045202,80,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
54072,54073,0.837155,tcp,-,FIN,10,8,612,354,20.306873,254,252,5265.452637,2962.414307,2,1,88.949444,109.175711,6327.993141,142.021437,255,412176474,3415414071,255,0.132696,0.072916,0.05978,61,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
